id sire dam generation sex phen env tbvp gebvp
 63 0 0 0 M  1.26945866  1.108316941 -0.32871945 0
 82 0 0 0 M  0.65474926  0.137251480 -0.20770520 0
192 0 0 0 M  2.41613079  1.025857562  0.67084067 0
126 0 0 0 M  0.96518679  0.204349951  0.17321011 0
 16 0 0 0 M  0.09853013 -0.585798543  0.18934996 0
151 0 0 0 M  1.36518114 -0.299932117  0.82426644 0
171 0 0 0 M  2.12610891  0.936301368  0.37504102 0
 28 0 0 0 M  0.16669456  0.009530083 -0.22086776 0
196 0 0 0 M  0.20714817 -0.719516603  0.44878479 0
 24 0 0 0 M  0.84245441 -0.458199042  1.16503142 0
 58 0 0 0 M  1.55986788  1.325217947 -0.20037807 0
 83 0 0 0 M -0.68075972  0.186530939 -1.37075873 0
 37 0 0 0 M  1.03274729 -0.453501694  0.45326195 0
183 0 0 0 M -1.48206886 -0.614778198 -1.37075873 0
 54 0 0 0 M -1.17598885 -1.417687443 -0.15164914 0
 48 0 0 0 M  1.29541015  0.438380007  0.23934933 0
 26 0 0 0 M  0.74226913 -0.018567707  0.17321011 0
  8 0 0 0 M  2.37555194  1.826068585 -0.02924251 0
 45 0 0 0 M  1.06130947  0.265512256 -0.31720494 0
 47 0 0 0 M  0.45944574 -0.015337742 -0.37136437 0
  6 0 0 0 M -0.54070777 -0.889307764 -0.34909586 0
 64 0 0 0 M  0.95462705 -0.110730821  0.54019823 0
175 0 0 0 M  1.83508952  0.903923334  0.27163524 0
 11 0 0 0 M  0.10346467 -0.357494329 -0.59463569 0
 88 0 0 0 M  1.22980823 -0.181886305  0.84933662 0
199 0 0 0 M  1.97550547  0.019609571  1.04710702 0
150 0 0 0 M  1.49258201 -0.246622996  0.87277891 0
123 0 0 0 M  1.62900112  1.294906998  0.29077980 0
 72 0 0 0 M  1.72948642  0.895915444 -0.19416711 0
182 0 0 0 M  1.14092863  0.623430847 -0.20770520 0
 90 0 0 0 M  2.29000560  0.716487071  0.50065775 0
160 0 0 0 M  1.60970076 -0.354642581  0.89818436 0
111 0 0 0 M -0.01979379 -0.480752788 -0.59463569 0
 29 0 0 0 M  1.10567562 -0.589913664  0.73639190 0
 56 0 0 0 M  0.88671040  0.323762500 -0.17088361 0
 20 0 0 0 M  0.37066062 -0.854561240  0.02044977 0
 86 0 0 0 M  1.55703083 -0.112235192  1.27268779 0
 30 0 0 0 M -0.80687195 -0.134332530 -1.04147943 0
177 0 0 0 M  1.67502912  0.503160968  0.57741396 0
 25 0 0 0 M  1.06082817  0.693794348 -0.27785698 0
122 0 0 0 M  1.13192443  0.271847308 -0.09168635 0
136 0 0 0 M  0.87838915  0.222864233 -0.24680344 0
169 0 0 0 M  0.20803990  0.384144909 -1.10845777 0
131 0 0 0 M  1.26707820  0.553629372 -0.30337662 0
 62 0 0 0 M  0.14678524 -0.166085691 -0.16954193 0
  1 0 0 0 M  0.87594776  0.338227093  0.02108261 0
 50 0 0 0 M  0.39752783 -1.341677173  0.87277891 0
 76 0 0 0 M  0.24678925  0.183490155 -0.24834818 0
 31 0 0 0 M  0.47310106 -0.240347766 -0.30337662 0
 79 0 0 0 M  0.17603976 -0.316331200 -0.40608775 0
 51 0 0 0 F  1.34224781 -0.322865443  0.82426644 0
134 0 0 0 F  1.78545996  0.496581316  0.40959296 0
 65 0 0 0 F  1.85503679  0.651607562  0.73448930 0
 66 0 0 0 F  0.44694663 -0.083482993 -0.12432867 0
 39 0 0 0 F -0.98787128 -1.100845342 -0.78917839 0
 21 0 0 0 F  1.28609643 -0.272222616  0.45216784 0
191 0 0 0 F -0.46515601 -0.680211826 -0.49004852 0
198 0 0 0 F  1.44294674  1.104911721 -0.13744742 0
 95 0 0 0 F -0.45235187 -0.915969521 -0.62970650 0
 68 0 0 0 F -0.36107394 -0.538165838 -0.43636827 0
 60 0 0 0 F  0.43921450 -0.276129844 -0.06912786 0
138 0 0 0 F  0.86090925  0.590843373 -0.93223547 0
143 0 0 0 F  2.37338365  1.423199316 -0.15667670 0
 32 0 0 0 F  0.98980325 -0.320172871  0.65346117 0
157 0 0 0 F  0.24582172 -0.950140637  0.70959743 0
140 0 0 0 F  0.92159826  0.112209377  0.24808837 0
116 0 0 0 F  0.15791581 -0.760570455 -0.06081621 0
 19 0 0 0 F  1.11928373  1.354148331 -0.37958761 0
132 0 0 0 F  2.08436304  0.774386923  0.65346117 0
  7 0 0 0 F  0.39004190 -0.480429501  0.38386603 0
 87 0 0 0 F  0.41584243 -0.237552301  0.07998536 0
