id sire dam generation sex phen env tbvp gebvp
1651 1200 1605 4 M  2.348609191  0.679948128 1.6236066 0
1652 1326 1605 4 M  3.055030579  0.926474205 1.6544013 0
1653 1441 1605 4 F  2.843248039  0.545931833 1.6931874 0
1654 1171 1605 4 F  0.041475064 -0.999675345 1.3723148 0
1655 1615 1605 4 M  2.045664958  0.334524698 1.7006002 0
1656 1159 1324 4 M  1.362252044  0.290121446 1.2823392 0
1657 1369 1324 4 F -0.183605673 -1.308306277 1.1769921 0
1658 1329 1324 4 M -0.463655611 -0.893089342 1.0698071 0
1659 1175 1324 4 F  0.824217282 -0.635227553 1.3174420 0
1660 1501 1324 4 F  2.635507802  1.294816090 1.3852813 0
1661 1173 1412 4 M  1.333231673 -0.459909770 1.6859624 0
1662 1563 1412 4 F  1.819491097  0.079944482 1.4936637 0
1663 1326 1412 4 F  1.751935675  0.390830325 1.4753254 0
1664 1251 1412 4 M  0.969614301 -0.317011883 1.3815135 0
1665 1522 1412 4 M  1.639338408  0.416960852 1.2424082 0
1666 1272 1556 4 M  1.066091104 -0.344684148 1.2708380 0
1667 1563 1556 4 F  1.846703140  0.492621572 1.6187386 0
1668 1380 1556 4 F  0.630124272  0.078750766 1.1643650 0
1669 1334 1556 4 M  1.664076639  0.349018483 1.1790621 0
1670 1173 1556 4 M -2.153890522 -2.346306146 0.9813869 0
1671 1329 1542 4 F  0.436843587 -0.909588749 1.4630419 0
1672 1284 1542 4 M  2.433567005  0.418304444 1.5153821 0
1673 1574 1542 4 F  1.600390783  0.801666626 1.3542435 0
1674 1492 1542 4 M  0.884814432 -0.603936021 1.4248486 0
1675 1604 1542 4 F  1.191620356  0.546303139 1.0916629 0
1676 1569 1531 4 F  2.329110554  0.591532095 1.5353952 0
1677 1492 1531 4 F -0.527524878 -1.632624093 1.3109365 0
1678 1437 1531 4 M -0.174067171 -1.527331306 1.3992817 0
1679 1191 1531 4 F  0.168990416 -0.604932124 1.2900461 0
1680 1437 1531 4 M  0.097430866 -1.121608908 1.3710473 0
1681 1563 1229 4 F  1.745741754  0.438271799 1.4396579 0
1682 1413 1229 4 F  1.157019499  0.391154333 1.1096696 0
1683 1269 1229 4 M -0.370699345 -1.487152202 1.1709634 0
