id sire dam generation sex phen env tbvp gebvp
 651 341 348 2 F  1.3319863275 -0.6127067194 1.7055971 0
 652 374 348 2 M  0.6024822972 -0.6580683329 1.3153785 0
 653 415 348 2 F  2.0770553472  1.7401923697 1.0631756 0
 654 455 348 2 F  1.6902980671 -0.3062999701 1.8265032 0
 655 299 348 2 M  2.9454200808  1.7503521060 1.3418247 0
 656 154 436 2 M  2.7503616547  0.9595990177 1.8834049 0
 657 586 436 2 F  0.1047251767 -1.2880227307 1.4298005 0
 658 315 436 2 F  1.3214250317 -0.9677043747 1.9551847 0
 659 527 436 2 F  1.5592404903  0.2685049403 1.3878042 0
 660 316 436 2 F  0.3681256084 -0.9845357481 1.8235419 0
 661 587 231 2 M  1.4080625572 -0.0733225374 1.5515525 0
 662 595 231 2 F  0.7548788489 -0.0211727734 1.2277617 0
 663 595 231 2 M  2.2376838913  0.3349980025 1.6853803 0
 664 507 231 2 M  3.7671616288  1.9957105454 1.5797329 0
 665 316 231 2 F  2.4843390314  1.4113236735 1.6253854 0
 666 351 632 2 M -0.4003657132 -1.5754407950 1.2575419 0
 667 308 632 2 M  2.8954930802  1.0447224654 1.6518062 0
 668 415 632 2 M  1.2434506792  0.7412246425 0.9969716 0
 669 394 632 2 M  1.8216740728 -0.2685239696 1.4992162 0
 670 595 632 2 F  0.2676845107 -0.8957568686 1.3203084 0
 671 266 158 2 M  1.4086428007 -0.4207848768 1.4382322 0
 672 238 158 2 M -0.2597059176 -1.2552136690 1.0376991 0
 673 644 158 2 F  0.7766392158 -0.6993927464 1.3754354 0
 674 268 158 2 M  0.5757368764  0.3987353624 0.9683871 0
 675 394 158 2 M  0.0125403523 -0.7164872209 1.1384532 0
 676 159 500 2 M  1.2217090426  0.7407988508 1.0811470 0
 677 590 500 2 M  1.3091575224  0.9554417823 1.0593084 0
 678 362 500 2 F  2.3413848858 -0.0256211409 1.8913481 0
 679 415 500 2 M  2.8406542275  1.3472038667 1.3042024 0
 680 315 500 2 M  3.0648406955  0.7902591452 1.6233777 0
 681 213 565 2 F  1.7843101294  0.4913058598 1.0515463 0
 682 586 565 2 F -0.6149806699 -0.8009343863 0.8469070 0
