ID sire dam generation sex phen env tbvp gebvp
   1 1533 2129 2 M  1.235548e+00 -0.377290399 1.379557666 0
   2 1533 2129 2 M  6.258494e-01 -1.053796122 1.379364140 0
   3 1533 2129 2 F  2.885204e+00 -0.237146193 1.709641787 0
   4 1533 2129 2 M  3.446837e+00  0.895146563 1.653919928 0
   5 1533 2129 2 F  3.162982e+00 -0.024280018 1.771051022 0
   6 1533 1614 2 M -6.982395e-01  0.353382955 0.568492942 0
   7 1533 1614 2 F -1.779201e+00 -1.086911307 0.551368813 0
   8 1533 1614 2 M -7.079149e-01  0.284327523 0.552695530 0
   9 1533 1614 2 M -1.108948e+00 -0.438216341 0.552656567 0
  10 1533 1614 2 F -3.686671e-01  0.562550706 0.567049502 0
  11 1535 1759 2 F  1.646046e+00 -0.236948482 1.357603504 0
  12 1535 1759 2 M  2.521514e+00  0.571685449 1.426183896 0
  13 1535 1759 2 M  1.794265e+00 -0.053534846 1.432596584 0
  14 1535 1759 2 M  2.213926e+00 -0.354510613 1.551411079 0
  15 1535 1759 2 M  2.234019e+00  0.239911833 1.483726424 0
  16 1535 2099 2 M  1.218753e+00 -0.388656451 1.372826996 0
  17 1535 2099 2 M  1.392817e+00  0.024528962 1.439959460 0
  18 1535 2099 2 M  2.095904e+00  0.515039043 1.369429713 0
  19 1535 2099 2 F  7.328297e-01 -0.930777692 1.450953630 0
  20 1535 2099 2 F  2.471040e+00  0.376901659 1.464840533 0
  21 1534 2236 2 F  1.242934e+00 -0.748983498 1.453275109 0
  22 1534 2236 2 F  3.399032e+00  1.827979098 1.322955036 0
  23 1534 2236 2 F  8.796500e-01 -1.057774113 1.418181314 0
  24 1534 2236 2 M  3.168836e+00  0.852448909 1.420870354 0
  25 1534 2236 2 M  2.037658e+00  0.132743055 1.389391568 0
  26 1534 2214 2 M  2.650252e+00  1.071670246 1.303708400 0
  27 1534 2214 2 M -4.176455e-02 -0.662886016 1.072639204 0
  28 1534 2214 2 M  1.103861e+00 -0.376428347 1.187586219 0
  29 1534 2214 2 F  7.382493e-01 -0.634165476 1.181844760 0
  30 1534 2214 2 F  1.858624e+00  0.183430509 1.281369679 0
  31 1303 1877 2 M  2.388879e+00  0.129741233 1.510666399 0
  32 1303 1877 2 F  1.774926e+00 -0.061099515 1.338302177 0
  33 1303 1877 2 M  3.384550e+00  0.158582107 1.778724592 0
  34 1303 1877 2 F  1.520404e+00 -1.244228768 1.508783911 0
  35 1303 1877 2 F  1.492017e+00 -0.256079638 1.170311687 0
  36 1303 1339 2 F  4.519549e+00  1.274873735 1.858746196 0
  37 1303 1339 2 F  2.010324e+00 -0.435895735 1.678293422 0
  38 1303 1339 2 M  3.155045e+00  0.764971969 1.757367279 0
  39 1303 1339 2 M  2.725394e+00 -0.032281208 1.774568074 0
  40 1303 1339 2 M  1.447250e+00 -0.361448707 1.521468805 0
  41 1645 1752 2 M  4.780427e-01  1.278264763 0.501616231 0
  42 1645 1752 2 F -1.576617e+00 -1.041296568 0.453843203 0
  43 1645 1752 2 M -1.150908e+00 -0.438943069 0.475412895 0
