ID sire dam generation sex phen env tbvp gebvp
   1 3867 3429 4 M  2.901639138  0.5483473521 1.7397082 0
   2 3867 3429 4 F  3.914109784  0.7611954623 1.9352963 0
   3 3867 3429 4 F  1.471719258 -0.0353116528 1.5303285 0
   4 3867 3429 4 F  2.298258318  0.0117858529 1.7976765 0
   5 3867 3429 4 F  1.771889550  0.3907643160 1.4749885 0
   6 3867 3801 4 M  3.105864142 -0.2221653084 1.8888166 0
   7 3867 3801 4 M  3.065592893  0.1969961670 1.8340515 0
   8 3867 3801 4 M  2.630673508  0.1376961003 1.8250632 0
   9 3867 3801 4 M  3.103519600  0.0284850055 1.9124598 0
  10 3867 3801 4 M  1.682056652 -0.4524721314 1.6454903 0
  11 3312 3947 4 F  2.212082955 -0.8247942589 1.8062884 0
  12 3312 3947 4 M  2.569102859 -0.5580935504 1.8503884 0
  13 3312 3947 4 F  2.325059890 -0.5768430942 1.8395216 0
  14 3312 3947 4 F  2.134921524 -0.5768711420 1.7370830 0
  15 3312 3947 4 F  1.870367385 -1.1658612081 1.9096625 0
  16 3312 3438 4 F  1.608864492 -0.2466047551 1.5977652 0
  17 3312 3438 4 M  2.625372665  0.2474228703 1.7120592 0
  18 3312 3438 4 M  1.275425620  0.1275275342 1.4242425 0
  19 3312 3438 4 F  1.815161837 -0.4611319685 1.6414791 0
  20 3312 3438 4 F  3.297524961  1.4367898264 1.5671639 0
  21 3318 3504 4 M  1.369788226 -0.5474097184 1.5795063 0
  22 3318 3504 4 F  3.846386993  1.2519093302 1.7569457 0
  23 3318 3504 4 F  1.076987459 -0.4232964614 1.5012294 0
  24 3318 3504 4 F  1.867556374  0.0070117189 1.5599164 0
  25 3318 3504 4 M  0.014474787 -1.4385693902 1.5166868 0
  26 3318 3497 4 F  2.634012156 -0.2224814042 1.7735250 0
  27 3318 3497 4 F  2.054227493 -0.7702716339 1.8315603 0
  28 3318 3497 4 F  3.090985199  0.3437810506 1.7766213 0
  29 3318 3497 4 F  1.781912961 -1.2386682242 1.7506096 0
  30 3318 3497 4 M  3.219990710  0.5004412069 1.7086339 0
  31 3815 3559 4 F  1.670985245 -0.5918432765 1.7793505 0
  32 3815 3559 4 F  1.985452135 -0.2678745857 1.7637386 0
  33 3815 3559 4 M  3.498858790  0.2335629638 1.9254004 0
  34 3815 3559 4 F  0.754147259 -1.3209243961 1.7280225 0
  35 3815 3559 4 F  2.154342267 -0.3920747647 1.8194035 0
  36 3815 3944 4 M  2.372191751 -0.7361178171 2.0082697 0
  37 3815 3944 4 M  3.379430677  0.2999272597 1.9811293 0
  38 3815 3944 4 M  2.718187369 -0.3715570624 2.0526294 0
  39 3815 3944 4 M  3.100193152 -0.0555362358 2.0762272 0
  40 3815 3944 4 F  3.012317531  0.1020589925 1.9449327 0
  41 3314 3804 4 M  1.877088589 -0.3991152941 1.6976744 0
  42 3314 3804 4 F  1.737870469 -0.6522445016 1.7250437 0
  43 3314 3804 4 M  1.601443430 -0.4701126203 1.6421370 0
  44 3314 3804 4 F  2.484256279  0.2842372244 1.7360472 0
  45 3314 3804 4 F  1.210718274 -1.1715321091 1.7290296 0
  46 3314 4074 4 F  2.266950681  0.5569939504 1.5351850 0
  47 3314 4074 4 M  2.554389836  1.0032181085 1.4514974 0
  48 3314 4074 4 M  2.310291252 -0.6191652739 1.8017481 0
  49 3314 4074 4 M  1.491612671  0.1373765984 1.3901273 0
  50 3314 4074 4 M  1.257641307 -0.3533778157 1.4758800 0
  51 3818 4294 4 F  3.648014173  0.5235071106 2.0208957 0
  52 3818 4294 4 F  2.862777513 -0.2432651897 2.1197870 0
  53 3818 4294 4 F  2.361362687 -0.1683270827 1.8408818 0
  54 3818 4294 4 F  1.749564176 -0.6201034384 1.9404140 0
  55 3818 4294 4 F  2.781241678  0.3203636448 1.8877925 0
  56 3818 4048 4 F  2.732945179  1.3111516796 1.5875114 0
  57 3818 4048 4 M  4.049682104  1.0964830762 1.9518874 0
  58 3818 4048 4 M  1.957907012 -0.8274458643 1.9820175 0
  59 3818 4048 4 F  2.624629254  0.2129973347 1.7688970 0
  60 3818 4048 4 M  1.916052440 -0.2494635335 1.6600569 0
  61 3619 3348 4 M  2.636950273  0.1172034606 1.8497921 0
  62 3619 3348 4 M  1.731880578  0.2088248602 1.5723596 0
  63 3619 3348 4 F  2.865027539  1.2097653648 1.6137186 0
  64 3619 3348 4 F  3.668246335  1.8587630869 1.6889400 0
  65 3619 3348 4 F  1.653322637 -0.0875262120 1.6173813 0
  66 3619 3501 4 M  2.717520134  0.3715303835 1.6328265 0
  67 3619 3501 4 F  4.160923560  1.1940508062 1.8356041 0
  68 3619 3501 4 M  1.664462529  0.0848459171 1.5622411 0
  69 3619 3501 4 F  1.677234507 -0.2634075144 1.6460718 0
  70 3619 3501 4 F  2.027168041  0.6904618008 1.4882513 0
  71 4188 4299 4 F  2.095954037 -0.5618045110 1.6827652 0
  72 4188 4299 4 F  1.399109125 -0.2221424886 1.4330968 0
  73 4188 4299 4 M  3.317292338  1.7793558655 1.4766971 0
  74 4188 4299 4 F  2.025311697  0.6763595805 1.4888561 0
  75 4188 4299 4 M  0.888997479 -0.2237922468 1.2708765 0
  76 4188 3655 4 F  0.255408798  0.8110148792 0.8286167 0
  77 4188 3655 4 M  0.063504901  0.5290039076 0.8297680 0
  78 4188 3655 4 F  0.028984339  0.5816163184 0.7112739 0
  79 4188 3655 4 F  0.781908511  1.0311698853 0.8381953 0
  80 4188 3655 4 M -0.086869422  0.6661577942 0.6519766 0
  81 3489 4109 4 F  3.315845675  0.4525578910 1.8908954 0
  82 3489 4109 4 F  0.924296336 -1.3829825478 1.7969911 0
  83 3489 4109 4 M  1.587511473 -0.2257863839 1.6632548 0
  84 3489 4109 4 M  3.590328224  0.7905194117 1.8767859 0
  85 3489 4109 4 F  1.080239498 -1.0488866627 1.8533723 0
  86 3489 3363 4 F  1.938964964 -1.3078577777 2.0420306 0
  87 3489 3363 4 M  0.693023928 -0.4093412228 1.5524014 0
  88 3489 3363 4 F  2.124636180  0.7557598469 1.6583814 0
  89 3489 3363 4 F  3.730005259  0.4368090990 2.0555567 0
  90 3489 3363 4 M  3.188468196  0.8491951644 1.7446521 0
  91 3451 3487 4 F -0.570743623 -0.4459759144 0.7800869 0
  92 3451 3487 4 F  0.396291961  0.0569644967 1.0288117 0
  93 3451 3487 4 F -0.404219835 -0.8528904147 0.9696616 0
  94 3451 3487 4 F -0.460627691 -0.6438899594 0.8678434 0
  95 3451 3487 4 M  1.084991367  1.2664898155 0.7673691 0
  96 3451 3987 4 M  1.435856284  0.5883022453 1.5012411 0
  97 3451 3987 4 M  2.188199749  0.4483540385 1.7486446 0
  98 3451 3987 4 F  0.521026373 -0.6620484180 1.5115155 0
  99 3451 3987 4 F  1.190592381 -0.4780131343 1.6692208 0
 100 3451 3987 4 F  0.760879298 -0.9215119695 1.8076929 0
 101 4101 4255 4 F  2.670154410  0.3658996709 1.7472690 0
 102 4101 4255 4 M  2.120354274 -0.2510765862 1.7741532 0
 103 4101 4255 4 F  2.252861900 -0.6925195215 1.8162884 0
 104 4101 4255 4 F  2.337929649 -0.5105138951 1.7447952 0
 105 4101 4255 4 M  3.052421172  0.4921407680 1.7391916 0
 106 4101 3906 4 M  0.793118247  0.0114281776 1.2660997 0
 107 4101 3906 4 F  3.515029478  1.3652645028 1.7199978 0
 108 4101 3906 4 F  0.739953328 -0.1126777525 1.3752954 0
 109 4101 3906 4 F  1.670099609  0.5850568952 1.4537256 0
 110 4101 3906 4 M  2.824520434  0.2591236510 1.7992548 0
 111 3712 3716 4 M  2.969548717  0.7801700533 1.7117503 0
 112 3712 3716 4 M  3.154868606  0.6035105194 1.8842521 0
 113 3712 3716 4 M  2.534891065 -0.1652955546 1.9456020 0
 114 3712 3716 4 M  2.869682832 -0.0624920970 1.8815014 0
 115 3712 3716 4 M  1.593149755 -0.5634045106 1.7702243 0
 116 3712 4277 4 F  2.073723573 -0.0097462781 1.7191361 0
 117 3712 4277 4 F  2.157715620 -0.4964085698 1.7452659 0
 118 3712 4277 4 F  2.746169009  0.1483969113 1.8231796 0
 119 3712 4277 4 M  3.137764818 -0.0937794550 1.9565114 0
 120 3712 4277 4 M  4.152006773  1.0535556622 1.8042804 0
 121 4094 4072 4 F  1.250340484  0.1396159650 1.2751399 0
 122 4094 4072 4 F  0.367903618 -0.7778965043 1.2953357 0
 123 4094 4072 4 M  1.965850532  0.4403958795 1.3800550 0
 124 4094 4072 4 M  1.412113558  0.0045352006 1.3968456 0
 125 4094 4072 4 M  2.669600016  0.8187394621 1.4419799 0
 126 4094 4110 4 F -0.545073964 -1.6849621354 1.3332328 0
 127 4094 4110 4 F  2.570729873 -0.1204980483 1.7208535 0
 128 4094 4110 4 F  3.381959889  1.0706903800 1.6390560 0
 129 4094 4110 4 F  1.436423140 -0.4735683441 1.5398586 0
 130 4094 4110 4 M  1.397695804 -0.3622513856 1.5615226 0
 131 3975 3879 4 F  1.501243925  0.2749804293 1.3833812 0
 132 3975 3879 4 F  0.948724175 -0.5626377798 1.4185072 0
 133 3975 3879 4 F  0.714676559 -1.1763591174 1.4697172 0
 134 3975 3879 4 M  2.293597523 -0.0336418331 1.6790263 0
 135 3975 3879 4 M  0.566102304 -0.4528228152 1.1898886 0
 136 3975 3908 4 F  0.975472060  0.2310574341 1.2666918 0
 137 3975 3908 4 F  1.305455965 -0.5065786030 1.4903144 0
