ID sire dam generation sex phen env tbvp gebvp
   1 4928 4959 5 M  2.26769220 -0.0779286778 1.7683686 0
   2 4928 4959 5 M  1.05088550 -0.6479182010 1.6399720 0
   3 4928 4959 5 F  2.16644613 -0.1976647252 1.7472168 0
   4 4928 4959 5 F  0.04614921 -1.1008533039 1.5089413 0
   5 4928 4959 5 F  1.58861608 -0.7262280897 1.9555515 0
   6 4928 4496 5 M  1.08702930 -0.4733366276 1.7590103 0
   7 4928 4496 5 M  2.99860733  0.8604461216 1.7857195 0
   8 4928 4496 5 F  1.84509434 -0.3646387940 1.7413895 0
   9 4928 4496 5 F  2.52657521  0.5132373188 1.8615105 0
  10 4928 4496 5 M  1.52375815 -0.5944064662 1.7706247 0
  11 4323 4584 5 M  1.89962714  0.4631167610 1.5690322 0
  12 4323 4584 5 F  2.67276449  1.7458445699 1.3861219 0
  13 4323 4584 5 F  0.30223699 -0.3963113919 1.2839905 0
  14 4323 4584 5 F  2.58665259  0.3518281065 1.7466451 0
  15 4323 4584 5 F  0.06767378 -0.1666740632 1.2176797 0
  16 4323 4499 5 F  1.33729173 -0.0441647541 1.6209233 0
  17 4323 4499 5 M  1.32851636 -0.3513104765 1.6568160 0
  18 4323 4499 5 M  2.18466407  0.9538029185 1.5316570 0
  19 4323 4499 5 F  3.11777933  1.8833031094 1.5429732 0
  20 4323 4499 5 M  1.12106722  0.0726144324 1.5504395 0
  21 4325 4676 5 F  3.94188142  1.1477599134 1.9427914 0
  22 4325 4676 5 M  1.15927444 -0.7144306195 1.7611217 0
  23 4325 4676 5 M  2.89838994  0.5353773724 1.7920876 0
  24 4325 4676 5 M  2.04071779  0.1527949592 1.7683948 0
  25 4325 4676 5 M  1.56456446 -0.1426935373 1.6026909 0
  26 4325 4662 5 F  1.47095668 -0.4752372821 1.6708118 0
  27 4325 4662 5 F  2.82990266  0.1245013368 2.0176079 0
  28 4325 4662 5 M  1.27430575 -0.0844667493 1.4971408 0
  29 4325 4662 5 M  1.84818362  0.0756652242 1.7530002 0
  30 4325 4662 5 F  1.90338636  0.1158485988 1.6596682 0
  31 4575 5067 5 M  1.09775669 -0.5751417003 1.5609082 0
  32 4575 5067 5 M  1.76710152 -0.1775998119 1.6923551 0
  33 4575 5067 5 M  1.22889150 -0.6985098722 1.6801582 0
  34 4575 5067 5 M  3.17258676  1.0616209738 1.7657342 0
  35 4575 5067 5 F  1.80464729 -0.0537391436 1.6725347 0
  36 4575 5230 5 F  2.34443127 -0.5760365808 2.1241887 0
  37 4575 5230 5 M  5.55888091  2.3801266556 2.0108144 0
  38 4575 5230 5 F  4.23919923  1.2816745824 1.9349327 0
  39 4575 5230 5 F  0.95575847 -1.6719249891 2.0525090 0
  40 4575 5230 5 M  3.79204806  0.1677826613 2.1783314 0
  41 4350 5210 5 F  1.35386407 -0.9012573598 1.8499546 0
  42 4350 5210 5 M  3.50692394  0.2691195893 2.1431101 0
  43 4350 5210 5 M  2.44375272 -0.5665774393 2.0075355 0
  44 4350 5210 5 M  1.11920014 -1.0075289460 1.8645266 0
  45 4350 5210 5 F  1.94133753 -0.4177823326 1.9538233 0
  46 4350 4309 5 M  1.64904078 -0.7245917947 1.8838404 0
  47 4350 4309 5 M  2.18057080  0.2199342409 1.7243518 0
  48 4350 4309 5 F  2.48747136 -0.0304602733 1.9449266 0
  49 4350 4309 5 F  2.84367076  0.0653760825 2.0117146 0
  50 4350 4309 5 M  3.15230628  0.5331290876 1.8928234 0
  51 4511 4492 5 M  2.22541075 -0.1170462623 1.9437691 0
  52 4511 4492 5 F  2.42330641  0.7870303812 1.5868865 0
  53 4511 4492 5 M  1.10364405  0.4351142591 1.3200670 0
  54 4511 4492 5 M  1.93471984 -0.4073895026 1.8897494 0
  55 4511 4492 5 M  1.07585122 -0.5622469284 1.6085877 0
  56 4511 4661 5 F  0.14790660 -0.9888437859 1.4261590 0
  57 4511 4661 5 M  3.17882426  0.4012929281 1.9906031 0
  58 4511 4661 5 M  0.77886771 -0.3615515730 1.5211167 0
  59 4511 4661 5 M  2.80450545  0.0238692109 1.9486533 0
  60 4511 4661 5 M  2.54340977 -0.3253244291 2.0098379 0
  61 4404 4821 5 M  1.19806141 -0.9802911690 1.8236355 0
  62 4404 4821 5 F  1.91097183 -0.3650141568 1.8752200 0
  63 4404 4821 5 M  2.59191365  0.4753020931 1.7326515 0
  64 4404 4821 5 M  3.87201935  1.5705134384 1.8884705 0
  65 4404 4821 5 M  2.93691078  0.0545723856 1.9983458 0
  66 4404 4424 5 M  2.50585519  0.4968944738 1.7121672 0
  67 4404 4424 5 M  1.33638650 -0.5204945881 1.6329569 0
  68 4404 4424 5 F  1.90692898  0.0674516030 1.6897369 0
  69 4404 4424 5 M  3.54765139  0.2854176234 2.0651626 0
  70 4404 4424 5 M  2.83407549  0.8320380077 1.7673341 0
  71 4301 4667 5 M  3.61928482  0.6973141730 1.9316949 0
  72 4301 4667 5 F  1.32966877 -0.1894125172 1.6646166 0
  73 4301 4667 5 M  1.38854052 -0.7028316188 1.9304469 0
  74 4301 4667 5 M  1.74341713 -0.8588209213 1.8885861 0
  75 4301 4667 5 M  2.03411163 -0.9555889201 2.0285667 0
  76 4301 4897 5 F  2.83464721  1.2279938987 1.7343949 0
  77 4301 4897 5 M  0.26373659 -0.3181165331 1.4909583 0
  78 4301 4897 5 M  0.50941170 -0.4992139303 1.4598026 0
  79 4301 4897 5 F  2.11645777  0.7098044479 1.6004894 0
  80 4301 4897 5 F  1.54534419  0.4593217187 1.6235719 0
  81 4344 4590 5 M  1.02488496 -0.6570734160 1.6442639 0
  82 4344 4590 5 F  2.90746362  0.7636581178 1.6399201 0
  83 4344 4590 5 M  2.12026036  0.5372484688 1.6191613 0
