ID sire dam generation sex phen env tbvp gebvp
   1  943 1121 1 F  3.962970374  0.9940003676  1.649849714 0
   2  943 1121 1 F  3.503251366  0.7662530385  1.519566813 0
   3  943 1121 1 M  3.851766844  0.4195951708  1.782129606 0
   4  943 1121 1 M  2.303135364 -0.6136647845  1.474566953 0
   5  943 1121 1 M  4.461021132  1.3476193564  1.763326509 0
   6  943  340 1 M  2.309204975 -0.6436435710  1.644823738 0
   7  943  340 1 F  2.747642470 -0.1349779896  1.549032469 0
   8  943  340 1 M  2.687832794  0.2006147982  1.488996876 0
   9  943  340 1 F  2.932274075  0.4900775643  1.391472470 0
  10  943  340 1 M  1.287263005 -0.9415112803  1.439585925 0
  11  616  528 1 F  2.524959844 -0.0990516682  1.565545762 0
  12  616  528 1 F  1.898250553 -0.1791061536  1.403444474 0
  13  616  528 1 F  3.149614578  0.8497096864  1.300690258 0
  14  616  528 1 F  1.119652445 -1.3502384502  1.418691427 0
  15  616  528 1 M  1.793929114 -0.4263950873  1.364464428 0
  16  616  382 1 M  2.636449510  1.0887335345  1.242518458 0
  17  616  382 1 F  0.018563983 -1.0340313015  1.173631270 0
  18  616  382 1 M  2.290722707  0.5354011263  1.230802327 0
  19  616  382 1 M  1.304362825 -0.5121579841  1.310314046 0
  20  616  382 1 M  2.392359047 -0.3335361520  1.518609473 0
  21  602 1136 1 M -0.698511102  0.2101690260  0.305996699 0
  22  602 1136 1 M -0.713974525  0.1157705192  0.331378857 0
  23  602 1136 1 M -0.234269539  0.6846041186  0.219146005 0
  24  602 1136 1 F -1.255227532 -0.1862440810  0.128291258 0
  25  602 1136 1 M -1.646490957 -1.1584916961  0.426784428 0
  26  602 1119 1 F  2.696584287  0.2510681870  1.454795499 0
  27  602 1119 1 F  2.551081123 -0.4734577854  1.744184287 0
  28  602 1119 1 M  2.085156397 -0.5591058165  1.551645830 0
  29  602 1119 1 F  2.405334594  0.1114891562  1.513972861 0
  30  602 1119 1 F  3.243538092  0.4584836800  1.653436525 0
  31  868  980 1 M  0.499416589 -0.5264104507  1.086396587 0
  32  868  980 1 F  3.339166052  0.8536236876  1.395174531 0
  33  868  980 1 F  0.037478460 -0.7740004227  1.083080544 0
  34  868  980 1 F  1.855498254  0.1449159194  1.293568082 0
  35  868  980 1 M  1.317393033 -0.4616784453  1.307033458 0
  36  868  530 1 M  0.439921830 -1.4392882060  1.196353708 0
  37  868  530 1 F  1.158001540 -0.1155262135  1.257756299 0
  38  868  530 1 M  0.745867473 -0.0626405091  1.105174063 0
  39  868  530 1 F  0.727872829 -0.3026957980  1.112812936 0
  40  868  530 1 M  2.892100460  0.5194761195  1.464732417 0
  41 1299 1118 1 M  1.395202333 -0.8959830458  1.442353491 0
  42 1299 1118 1 F  1.844458807 -0.7076383644  1.487301045 0
  43 1299 1118 1 M  2.051156716 -0.7644757661  1.538920737 0
  44 1299 1118 1 F  2.118586050 -0.2741845925  1.494442497 0
  45 1299 1118 1 F  2.214804425 -0.0211730905  1.289743973 0
  46 1299 1231 1 M  2.483808406 -0.1536915084  1.562621465 0
  47 1299 1231 1 F  2.454559140  0.8269043534  1.295095617 0
  48 1299 1231 1 M  1.879023301  0.3807489244  1.252569636 0
  49 1299 1231 1 F  2.859466749  0.2559020764  1.495586283 0
  50 1299 1231 1 M  0.129259822 -1.5801097405  1.338974222 0
  51  965 1230 1 F  3.848052670  1.7026606212  1.501311244 0
  52  965 1230 1 M  2.859202304  0.8267254024  1.287214911 0
  53  965 1230 1 F  1.926274316  0.6838786436  1.160380234 0
  54  965 1230 1 M  1.611158116 -0.5311516543  1.461262658 0
  55  965 1230 1 M  1.450921805  0.1695302046  1.176278732 0
  56  965  389 1 M  2.351575085  0.8296449804  1.353472852 0
  57  965  389 1 M  1.888487956  0.1973377028  1.357387692 0
  58  965  389 1 M  1.285143258 -0.4255346691  1.287844783 0
  59  965  389 1 M  3.079232120  0.2780301029  1.618381484 0
  60  965  389 1 F  1.051999055 -0.1999865348  1.382607286 0
  61  401 1059 1 M  3.833042693  1.3120530248  1.657813330 0
  62  401 1059 1 M  2.324396754 -0.1303159304  1.754413430 0
  63  401 1059 1 M  1.511246442 -0.6820915443  1.423285177 0
  64  401 1059 1 F  2.027120107  0.3783156151  1.374584273 0
  65  401 1059 1 F  0.549799581 -1.0007107701  1.279552849 0
  66  401 1135 1 M -1.255051477 -0.9715332738  0.575797881 0
  67  401 1135 1 M  0.195387688  0.0272321308  0.663319378 0
  68  401 1135 1 F -1.139203315 -0.3113935892  0.243151630 0
  69  401 1135 1 F  0.056794703  0.0945331405  0.670909573 0
  70  401 1135 1 F -0.256250013  0.0559101822  0.507863870 0
  71  603  977 1 F  1.904094236 -0.5587786890  1.535943649 0
  72  603  977 1 F  1.128815864 -0.3414483981  1.196805468 0
  73  603  977 1 F  3.445568582  0.8439497807  1.610921530 0
  74  603  977 1 M  1.124035124 -0.4113814386  1.202619791 0
  75  603  977 1 F  2.567662822  0.2896596086  1.540092151 0
  76  603 1198 1 F  0.666329815  0.1990556390  0.797434041 0
  77  603 1198 1 F  0.770497816 -0.2383700157  1.056232877 0
  78  603 1198 1 F  1.764456694  0.5630496336  1.193597453 0
  79  603 1198 1 F  2.294423171  0.2279798094  1.304581825 0
  80  603 1198 1 M  1.049907934 -0.2220355142  1.173941619 0
  81  509  497 1 F  0.300525094 -1.3067825904  1.103275151 0
  82  509  497 1 F  1.723871141 -0.0389231033  1.211926902 0
  83  509  497 1 F  0.599405105 -0.5590124155  1.034796128 0
  84  509  497 1 M  2.044190844 -0.0555892186  1.270314971 0
  85  509  497 1 M  1.180673938 -0.4878590665  1.185804156 0
  86  509 1139 1 F  1.473140805  0.7060654971  0.940312406 0
